Data,Situation,spam
দুঃখ থেকে বাচার উপায় পাগল হয়ে যাওয়া,dep,1
"কষ্টে বুক ফেটে যাওয়ার উপক্রম হয়,৷",dep,1
আমি তো অবহেলার শহরে হারিয়ে গেছি.,dep,1
কারোর উপর হঠাৎ করে পরিমাণের চেয়ে বেশী ভালোবাসা হয়ে গেলে কিছু করার থাকে না,dep,1
"শত কষ্ট হলেও আর ফোন দিবো না, এখানেই হয়তো শেষ হলো আমাদের ভালোবাসা। ",dep,1
আমাকে পাবে না,dep,1
"কথা আসছে না মুখে,বুকটা ফেটে যাচ্ছে",dep,1
মানুষ নাটক দেখে কাঁদে আর বাস্তবতা দেখে হাঁসে।,dep,1
"এক অতৃপ্ত আত্না, অপূর্ণতায় ভরা পুরো শহর",dep,1
কাউকে পাগলের মতো ভালোবাসলে আর তাকে না পেলে মানুষ পাগল হয়ে যায়,dep,1
"আমি খেতে পারি না। ঘুমোতে পারি না। কষ্ট না শুধু যেন, মধুমাখা ব্যাথা বুকের বা পাশে।",dep,1
ভালোটা হয়তো ছেলেরাই বেশি বাস তাইতো রাস্তার পাশে এতো পাগল থাকে,dep,1
"চোখের জল যে শুকিয়ে গেছে, বোঝা বড়ো দায়",dep,1
"কিছু মানুষ সহ্য করে, আর কিছু পাগল হয়ে যায়",dep,1
দিন শেষে আবেগটা তুচ্ছতাচ্ছিল্যই,dep,1
তারা এমনই। বুকের ভিতরটা ছিন্নভিন্ন করে দিয়ে চলে যায়। তবুও তাদের অবস্থানটা বুকের বা পাশে থেকে যায়।,dep,1
আর না পেলেই মানসিক রোগী,dep,1
প্রিয় তোমাকে আর কখনো নিজের করে পাওয়া হবে না,dep,1
বুকের বা পাশে আজীবন খন্ডিত হয়ে রইলো,dep,1
"প্রিয় জন ছেরে গেলে, সবাই মানিয়ে নিতে পারে না,, হয়তো সে বেচে থাকে,, কিন্তু তা বেচে থাকার মতো না",dep,1
হৃদয়ের মাঝে ক্ষত সৃষ্টি করে ,dep,1
আজ তার কথা খুব মনে পরতাছে জার জন্য আমি আজও বিয়ে করি নাই,dep,1
"একজনকে পাগলের মত ভালবাসতাম, হঠাৎ বিয়ে হয়ে যায় তার, মানসিকভাবে ভেঙে পড়েছিলাম আমি,",dep,1
"বেলা শেষ,  কেউ একজন পাগল হয়ে যায়",dep,1
প্রতি মুহূর্তে আমাকে কাদায়,dep,1
এই শহরে কেউ কারোর নয়. কিছুটা মায়া আর বাকিটা অভিনয়,dep,1
"জীবনে আর কিছু পাই আর না পাই, বুক ভরা কষ্ট পেয়েছি!",dep,1
অর্থের শূন্যতার চেয়ে প্রিয়জনের শূন্যতা মানুষকে বেশি কষ্ট দেয়,dep,1
"জীবনে আর কিছু পাই আর না পাই, বুক ভরা কষ্ট পেয়েছি।",dep,1
"দুজন দুজনকে ভালোবাসা সত্ত্বেও, অর্থের জন্য তাকে পেলাম না",dep,1
আমি সত্যি অনেক ভেঙে পড়েছি,dep,1
নিজের সপ্ন গুলা কোনোদিন বাস্তব রুপ নেয় না।।এভাবেই চলে যায় সারাজীবন।,dep,1
ভালোবাসার গল্পটা অসমাপ্ত তে শেষ হয় ,dep,1
আফসোস বিয়ে হয়ে যাচ্ছে আর আমি নিম্নমধ্যবিত্ত পরিবারের বড় ছেলে তাকিয়ে দেখছি আর চাকরির পিছনে হাঁটছি,dep,1
এত বেদনাদায়ক,dep,1
এই সময়টা সবচেয়ে কস্টে মুহুর্ত হয় যখন প্রিয় মানুষ টা ছেড়ে চলে যায়,dep,1
আসলে পকেটে দশ টাকা আর বুকে হাজার টাকার স্বপ্নর নামিই মধ্যবিত্ত!,dep,1
নিম্নমধ্যবিত্ত স্টাইলহীন আগোছালো বেকারবেলা বুকের ভিতর কেঁদে উঠল,dep,1
নিভৃতে কাঁদিয়েছে,dep,1
ক্ষুধার্ত পেট আর খালি পকেট বুঝিয়ে দেয় পৃথিবী কত নির্মম!-,dep,1
দায়িত্বের কাছে হয়তো ভালোবাসা হেরে যায়,dep,1
